YearBuilt,SqFootageFinishedLiving,ADDRESS,ASSESSMENT,LOTSQFT.x
1958,1261,1304 CARTER LN ,301000,11674.08
1958,1469,1306 CARTER LN ,286000,12414.6
1957,1505,1308 CARTER LN ,356300,13198.68
1957,1383,1310 CARTER LN ,306900,13982.76
1958,1469,1312 CARTER LN ,360300,13068
1959,1785,1708 GALLOWAY DR ,334300,16857.72
1957,1325,1706 GALLOWAY DR ,321700,15768.72
1957,1388,1704 GALLOWAY DR ,304200,12632.4
1958,2408,1702 GALLOWAY DR ,313500,9147.6
1959,1440,1511 MELBOURNE RD ,332500,12327.48
2005,3170,1320 KENWOOD LN ,564900,12327.48
1965,1425,1318 KENWOOD LN ,445600,12327.48
1965,1305,1316 KENWOOD LN ,356600,12327.48
1971,1599,1314 KENWOOD LN ,315700,12327.48
1976,2398,1312 KENWOOD LN ,367300,15638.04
1975,2466,1310 KENWOOD LN ,425400,21562.2
1971,1571,1308 KENWOOD LN ,369100,15681.6
1967,1274,1306 KENWOOD LN ,316200,11979
1973,2100,1409 GROVE RD ,571500,13721.4
1977,1536,1506 MELBOURNE RD ,352400,15594.48
1971,2612,1415 GROVE RD ,530400,14418.36
1972,1865,1419 GROVE RD ,524100,13111.56
1973,2583,1423 GROVE RD ,517500,13111.56
1969,2617,1430 GROVE RD ,557200,17162.64
1997,1620,1426 GROVE RD ,431500,14287.68
1970,2664,1420 GROVE RD ,543400,14418.36
1983,2220,1414 GROVE RD ,480900,14069.88
1972,2643,1410 GROVE RD ,533800,14636.16
1959,1450,1709 GALLOWAY DR ,269500,11456.28
1957,2141,1711 GALLOWAY DR ,372500,11456.28
1961,2257,1403 HOLLY RD ,352900,13590.72
1961,2257,1405 HOLLY RD ,350200,13590.72
1959,1382,1407 HOLLY RD ,296600,13590.72
1965,1034,1407 LEHIGH CIR ,273900,12980.88
1962,1125,1405 LEHIGH CIR ,289400,17511.12
1962,943,1403 LEHIGH CIR ,398300,10323.72
1958,2023,1719 GALLOWAY DR ,319400,11325.6
1954,1563,1717 GALLOWAY DR ,284700,12806.64
1960,1570,1313 CARTER LN ,315300,17467.56
1959,1766,1311 CARTER LN ,317900,12588.84
1968,1250,1309 CARTER LN ,305900,12588.84
1964,2057,1307 CARTER LN ,343800,12588.84
1959,2111,1305 CARTER LN ,358400,12588.84
1959,1520,1303 CARTER LN ,290300,12588.84
1959,1456,1301 CARTER LN ,311200,13852.08
1968,1244,1304 KENWOOD LN ,270800,11979
1968,1242,1302 KENWOOD LN ,312700,11979
1970,1298,1300 KENWOOD LN ,308400,11979
1884,1838,1298 KENWOOD LN ,307000,19514.88
1963,1568,1296 KENWOOD LN ,299900,15638.04
1963,997,1294 KENWOOD LN ,271600,14723.28
1962,1024,1292 KENWOOD LN ,295300,15115.32
1962,1125,1290 KENWOOD LN ,309100,15420.24
1962,1073,1288 KENWOOD LN ,295100,15681.6
1962,1668,1286 KENWOOD LN ,365000,15855.84
1962,1405,1284 KENWOOD LN ,311300,15986.52
1962,1284,1282 KENWOOD LN ,297800,15986.52
1962,1007,1280 KENWOOD LN ,306300,15028.2
1962,999,1278 KENWOOD LN ,292200,0
2014,1287,1279 KENWOOD LN ,384000,77275.44
1969,1420,1281 KENWOOD LN ,284100,59023.8
1962,1067,1283 KENWOOD LN ,340800,27486.36
1961,1377,1285 KENWOOD LN ,313700,23914.44
1960,1392,1287 KENWOOD LN ,369400,20865.24
1962,1062,1289 KENWOOD LN ,282400,17859.6
1961,1604,1291 KENWOOD LN ,293200,16378.56
1959,1815,1301 LESTER DR ,346100,13068
1959,1590,1303 LESTER DR ,318100,14897.52
1958,1259,1305 LESTER DR ,291500,26789.4
1958,1459,1307 LESTER DR ,299500,39029.76
1966,1754,1309 LESTER DR ,387400,47219.04
1965,1757,1311 LESTER DR ,385800,45781.56
1965,1900,1313 LESTER DR ,366800,45476.64
1965,1757,1315 LESTER DR ,354900,34281.72
1962,1505,1317 LESTER DR ,339300,30274.2
1962,1408,1300 LESTER DR ,309900,11238.48
1960,2637,1302 LESTER DR ,447400,12371.04
1959,1299,1304 LESTER DR ,322900,13547.16
1958,1586,1306 LESTER DR ,314100,14331.24
1961,2283,1308 LESTER DR ,429700,16857.72
1960,1532,1310 LESTER DR ,326400,19471.32
1962,1125,1400 LESTER DR ,265800,13111.56
1961,1250,1402 LESTER DR ,225800,16727.04
1960,1417,1404 LESTER DR ,315400,15725.16
1963,1337,1406 LESTER DR ,338900,19340.64
1966,1249,2106 TARLETON DR ,313100,27791.28
1965,1198,2108 TARLETON DR ,271200,25308.36
1959,1710,2110 TARLETON DR ,350300,14984.64
1960,1447,2112 TARLETON DR ,298900,18295.2
1959,1084,2200 BANBURY ST ,278400,19602
1958,1130,2202 BANBURY ST ,284800,15768.72
1959,1387,2204 BANBURY ST ,251400,13111.56
1961,1075,2206 BANBURY ST ,263700,12545.28
1967,1103,2208 BANBURY ST ,267600,18164.52
1967,1237,2210 BANBURY ST ,268700,25831.08
1967,1103,2212 BANBURY ST ,256400,18600.12
1967,1103,2214 BANBURY ST ,251400,19558.44
1967,1123,2216 BANBURY ST ,249900,17641.8
1960,1016,2218 BANBURY ST ,261300,18077.4
1961,1049,2220 BANBURY ST ,254500,22869
1959,1061,2222 BANBURY ST ,307700,21910.68
1959,1079,2223 BANBURY ST ,219000,10280.16
1959,1082,2221 BANBURY ST ,246000,10890
1959,1084,2219 BANBURY ST ,264600,11107.8
1959,1075,2217 BANBURY ST ,248800,11412.72
1967,1093,2215 BANBURY ST ,263500,11630.52
1959,1075,2213 BANBURY ST ,267500,12501.72
1959,1073,2211 BANBURY ST ,231500,11935.44
1959,1075,2209 BANBURY ST ,260300,11979
1961,1311,2114 TARLETON DR ,282500,14418.36
1960,1310,2116 TARLETON DR ,301800,14200.56
1958,1233,2118 TARLETON DR ,277500,13764.96
1964,1826,2120 TARLETON DR ,287200,13677.84
1959,1224,2122 TARLETON DR ,233800,13852.08
1958,1585,2124 TARLETON DR ,253900,13852.08
1965,1269,2123 TARLETON DR ,325200,20516.76
1959,1074,2121 TARLETON DR ,257300,18948.6
1963,1125,2119 TARLETON DR ,307300,20168.28
1964,1684,2117 TARLETON DR ,321300,19906.92
1959,1546,2115 TARLETON DR ,266700,19340.64
1966,1248,2113 TARLETON DR ,296100,19471.32
1963,1479,2111 TARLETON DR ,352800,14200.56
1969,1158,2109 TARLETON DR ,314800,17554.68
1966,1280,2107 TARLETON DR ,312700,19906.92
1959,1969,2105 TARLETON DR ,341600,16422.12
1959,1713,2103 TARLETON DR ,284700,18120.96
1960,2037,2101 TARLETON DR ,339400,19471.32
1961,1274,2200 GREENBRIER DR ,302800,18730.8
1967,1513,2202 GREENBRIER DR ,298600,18077.4
1965,1294,2204 GREENBRIER DR ,304000,17380.44
1964,1400,2206 GREENBRIER DR ,320500,16727.04
1979,1600,100 GREENBRIER TER ,204600,10585.08
1978,1840,102 GREENBRIER TER ,283500,10236.6
1978,1689,104 GREENBRIER TER ,283400,11761.2
1978,1571,106 GREENBRIER TER ,249300,11586.96
1977,1558,108 GREENBRIER TER ,262200,11151.36
1978,1305,110 GREENBRIER TER ,292200,9713.88
1978,744,112 GREENBRIER TER ,251800,8755.56
1978,761,114 GREENBRIER TER ,238600,10628.64
1977,770,101 GREENBRIER TER ,247700,10410.84
1977,1305,103 GREENBRIER TER ,250300,10410.84
1978,1532,105 GREENBRIER TER ,247200,8973.36
1977,1305,107 GREENBRIER TER ,274100,10367.28
1977,1539,109 GREENBRIER TER ,346600,11543.4
1978,771,111 GREENBRIER TER ,226000,12501.72
1978,1299,113 GREENBRIER TER ,233100,9844.56
1980,1456,1070 RIO RD E ,338800,17293.32
1962,2102,1080 RIO RD E ,287900,18905.04
1979,1055,1084 RIO RD E ,235900,16814.16
1960,1289,1088 RIO RD E ,266300,20473.2
1960,1736,2318 GREENBRIER DR ,347600,21213.72
1959,1624,2316 GREENBRIER DR ,332100,10628.64
1958,1529,2322 TARLETON DR ,302800,10628.64
1960,1482,2320 TARLETON DR ,269600,12458.16
1960,1952,2318 TARLETON DR ,310500,13590.72
1959,2385,2316 TARLETON DR ,327300,13590.72
1960,2228,2314 TARLETON DR ,334300,13503.6
1959,1365,2312 TARLETON DR ,304400,13024.44
1960,1234,2310 TARLETON DR ,276600,13547.16
1959,3402,2308 TARLETON DR ,519600,18948.6
1960,1899,2306 TARLETON DR ,354200,12675.96
1964,1440,2304 TARLETON DR ,393800,11891.88
1959,1832,2302 TARLETON DR ,311600,12719.52
1958,2122,2300 TARLETON DR ,317800,15594.48
1959,1667,2246 BANBURY ST ,308500,12806.64
1959,1075,2244 BANBURY ST ,285600,12806.64
1960,1075,2242 BANBURY ST ,266000,13068
1960,1075,2240 BANBURY ST ,254700,18164.52
1960,1062,2238 BANBURY ST ,260200,23086.8
1960,1751,2236 BANBURY ST ,291900,21387.96
1962,1070,2234 BANBURY ST ,237100,16639.92
1967,1087,2232 BANBURY ST ,257300,19035.72
1960,1647,2230 BANBURY ST ,297300,20255.4
1958,1061,2228 BANBURY ST ,242200,21518.64
1959,1065,2226 BANBURY ST ,338700,18687.24
1958,1123,2224 BANBURY ST ,223900,19079.28
1958,1075,2225 BANBURY ST ,243700,11456.28
1962,1524,2227 BANBURY ST ,359200,11761.2
1960,1075,2229 BANBURY ST ,242500,11717.64
1960,1075,2231 BANBURY ST ,251400,12153.24
1960,1089,2233 BANBURY ST ,255800,11325.6
1960,1075,2235 BANBURY ST ,249200,14723.28
1960,1079,2237 BANBURY ST ,256800,12501.72
1963,1219,2239 BANBURY ST ,253200,9670.32
1959,1589,2138 TARLETON DR ,291900,13503.6
1956,1369,2136 TARLETON DR ,283000,14374.8
1957,2013,2134 TARLETON DR ,292200,17511.12
1958,1234,2132 TARLETON DR ,272500,13503.6
1959,1269,2130 TARLETON DR ,257100,13242.24
1959,1499,2128 TARLETON DR ,261300,13329.36
1962,1119,2126 TARLETON DR ,286400,6751.8
1965,1269,2125 TARLETON DR ,316900,20081.16
1962,1224,2127 TARLETON DR ,301200,21605.76
1957,2156,2129 TARLETON DR ,351600,24132.24
1959,1510,2131 TARLETON DR ,270300,21780
1961,1150,2133 TARLETON DR ,281900,22869
1959,1191,2135 TARLETON DR ,271600,26963.64
1959,1113,2137 TARLETON DR ,281500,16857.72
1959,1751,2139 TARLETON DR ,377900,18730.8
1960,1536,2303 BANBURY ST ,391400,25221.24
1961,1749,2305 BANBURY ST ,277200,15289.56
1960,1240,2307 BANBURY ST ,275500,13677.84
1962,1275,2309 BANBURY ST ,299400,14723.28
1962,2150,2226 GREENBRIER DR ,324900,21387.96
1962,2109,2224 GREENBRIER DR ,300200,13808.52
1966,1846,2222 GREENBRIER DR ,302800,18687.24
1962,1225,2220 GREENBRIER DR ,375000,23478.84
1962,2123,2218 GREENBRIER DR ,320500,24001.56
1962,1274,2216 GREENBRIER DR ,296600,19384.2
1962,1239,2214 GREENBRIER DR ,333800,16552.8
1965,1874,2212 GREENBRIER DR ,354700,16901.28
1960,2331,2210 GREENBRIER DR ,410900,16988.4
1975,1341,2208 GREENBRIER DR ,287100,16204.32
1963,2209,2411 BROOK RD ,369500,23478.84
1964,2541,2409 BROOK RD ,388500,15289.56
1965,1425,2407 BROOK RD ,356500,21518.64
1963,1274,2403 BROOK RD ,310500,14810.4
1962,1887,2217 GREENBRIER DR ,298400,16117.2
1960,1434,2219 GREENBRIER DR ,303000,15986.52
1962,2030,2221 GREENBRIER DR ,314900,18295.2
1961,1595,2223 GREENBRIER DR ,346100,17424
1962,1942,2225 GREENBRIER DR ,313100,16465.68
1963,1376,2408 HILLWOOD PL ,329800,15855.84
1964,1050,2406 HILLWOOD PL ,322200,22389.84
1962,1405,2302 GREENBRIER DR ,293700,20516.76
1969,1178,2312 BANBURY ST ,279700,12240.36
1962,1891,2310 BANBURY ST ,283700,10497.96
1961,1225,2308 BANBURY ST ,259600,11238.48
1962,1239,2306 BANBURY ST ,257000,11238.48
1960,2170,2304 BANBURY ST ,301100,11238.48
1961,1221,2302 BANBURY ST ,257100,11238.48
1960,1214,2301 TARLETON DR ,309000,16204.32
1958,1241,2305 TARLETON DR ,265500,12588.84
1960,1363,2309 TARLETON DR ,266000,12763.08
1959,1333,2311 TARLETON DR ,287000,16247.88
1959,1546,2313 TARLETON DR ,333200,15289.56
1959,1204,2315 TARLETON DR ,263300,15289.56
1959,1429,2317 TARLETON DR ,302700,15289.56
1962,1610,2319 TARLETON DR ,322300,17685.36
1958,1829,2321 TARLETON DR ,338800,16857.72
1969,1143,2306 GREENBRIER DR ,310700,15158.88
1965,1264,2303 GREENBRIER DR ,368300,22128.48
1960,1134,2305 GREENBRIER DR ,310200,26832.96
1965,2221,2307 GREENBRIER DR ,463300,38986.2
1960,2139,2311 GREENBRIER DR ,326700,16465.68
1959,1360,2313 GREENBRIER DR ,294900,14636.16
1958,1927,2315 GREENBRIER DR ,328400,13503.6
1959,1483,2317 GREENBRIER DR ,275500,13503.6
1961,1419,2319 GREENBRIER DR ,291400,12588.84
1967,1094,100 DENICE LN ,260100,9234.72
1967,1125,102 DENICE LN ,323600,12501.72
1967,1216,104 DENICE LN ,265600,12588.84
1967,1240,106 DENICE LN ,268100,12588.84
1967,1191,108 DENICE LN ,268400,12675.96
1967,1225,110 DENICE LN ,282600,17380.44
1967,1240,112 DENICE LN ,265000,15855.84
1967,1240,114 DENICE LN ,275000,13198.68
1940,1784,116 DENICE LN ,269200,14984.64
1966,1236,115 DENICE LN ,282600,15246
1966,1275,113 DENICE LN ,364100,13460.04
1967,1240,111 DENICE LN ,278700,14244.12
1967,1240,109 DENICE LN ,274100,13982.76
1954,1118,1464 OXFORD RD ,310600,11238.48
1952,1813,1462 OXFORD RD ,464200,11761.2
1952,1352,1466 OXFORD RD ,353700,11761.2
1952,1037,1449 RUTLEDGE AVE ,273400,8886.24
1951,1015,1451 RUTLEDGE AVE ,274300,9888.12
1951,1388,1455 RUTLEDGE AVE ,375500,9888.12
1954,1274,1459 RUTLEDGE AVE ,285500,9888.12
1948,1173,1463 RUTLEDGE AVE ,262000,9888.12
1952,969,1453 RUGBY AVE ,236900,8407.08
1952,1238,1451 RUGBY AVE ,280000,7448.76
1948,1154,1456 RUTLEDGE AVE ,257200,9888.12
1949,2176,1452 RUTLEDGE AVE ,354800,9888.12
1952,1517,1449 RUGBY AVE ,280100,7448.76
1954,1124,1447 RUGBY AVE ,267200,7448.76
1952,1835,1450 RUTLEDGE AVE ,399000,9670.32
1954,915,1445 RUGBY AVE ,235500,8712
1965,1091,1441 RUGBY AVE ,297900,10890
1964,1091,1439 RUGBY AVE ,286800,8755.56
1963,1645,1424 RUTLEDGE AVE ,389500,8668.44
1966,1244,1428 RUTLEDGE AVE ,362100,10062.36
1966,1244,1427 RUTLEDGE AVE ,369000,11761.2
1962,1233,1423 RUTLEDGE AVE ,335800,9191.16
1964,1265,1419 RUTLEDGE AVE ,336500,9104.04
1965,1771,1417 RUTLEDGE AVE ,383400,9016.92
1966,1244,1411 RUTLEDGE AVE ,335800,8145.72
1964,1242,1407 RUTLEDGE AVE ,359800,9147.6
1961,1400,1408 OXFORD RD ,387300,9975.24
1963,1434,1412 OXFORD RD ,373900,8755.56
1962,1332,1437 RUGBY AVE ,360600,8755.56
1963,1260,1416 OXFORD RD ,350900,8755.56
1962,1234,1420 OXFORD RD ,335300,8755.56
1963,1225,1424 OXFORD RD ,363100,8755.56
1964,1247,1428 OXFORD RD ,324900,10323.72
1965,1091,1435 RUGBY AVE ,292800,0
1964,1091,1431 RUGBY AVE ,281200,8755.56
1965,1065,1429 RUGBY AVE ,244300,9496.08
1966,1234,1408 RUTLEDGE AVE ,332900,10367.28
1966,1238,1412 RUTLEDGE AVE ,329500,8450.64
1964,1247,1416 RUTLEDGE AVE ,350300,8886.24
1965,1234,1420 RUTLEDGE AVE ,321200,0
1952,1399,1404 OXFORD RD ,369600,8624.88
1949,1189,1400 OXFORD RD ,270000,8624.88
1965,1488,1117 SHERWOOD RD ,320900,11412.72
1950,1705,1201 SHERWOOD RD ,344900,13111.56
1954,1323,1111 SHERWOOD RD ,366700,13329.36
1954,2983,1107 SHERWOOD RD ,545200,13460.04
1953,981,1425 RUGBY AVE ,239700,11891.88
1949,1748,1101 SHERWOOD RD ,402400,13068
1956,1281,1404 WESTWOOD RD ,284800,8450.64
1981,1080,1406 WESTWOOD RD ,235700,8145.72
1957,1870,1450 RUGBY AVE ,379100,14157
1955,1092,1420 RUGBY AVE ,285400,8799.12
1954,1110,1418 RUGBY AVE ,360700,8494.2
1955,1103,1414 RUGBY AVE ,256600,8189.28
1955,1094,1412 RUGBY AVE ,348700,9278.28
1955,1092,1408 RUGBY AVE ,270800,8886.24
1983,1340,1413 WESTWOOD RD ,250100,8145.72
1983,1352,1415 WESTWOOD RD ,287300,7187.4
1956,1149,1417 WESTWOOD RD ,259900,7187.4
1956,1269,1421 WESTWOOD RD ,256100,58806
1956,1092,1425 WESTWOOD RD ,269400,8886.24
1955,1160,1446 RUGBY AVE ,289000,12980.88
1955,1190,1429 WESTWOOD RD ,239300,9452.52
1956,1094,1431 WESTWOOD RD ,261900,9844.56
1955,1356,1433 WESTWOOD RD ,332400,10236.6
1956,1094,1435 WESTWOOD RD ,242000,10628.64
1957,1817,1439 WESTWOOD RD ,490700,11020.68
1957,1149,1441 WESTWOOD RD ,225500,11412.72
1955,1094,1443 WESTWOOD RD ,207800,11804.76
1955,1094,1447 WESTWOOD RD ,256700,13808.52
1968,1652,1449 WESTWOOD RD ,336200,12719.52
2015,2020,1448 WESTWOOD RD ,492400,10628.64
1955,1153,1442 RUGBY AVE ,271700,12588.84
1955,1094,1442 WESTWOOD RD ,236200,9234.72
1958,1296,1440 WESTWOOD RD ,289300,9016.92
1960,1257,1438 WESTWOOD RD ,327700,8755.56
1956,1092,1434 WESTWOOD RD ,240400,8537.76
1956,1022,1432 WESTWOOD RD ,165800,0
1955,1092,1430 WESTWOOD RD ,273100,8102.16
1956,1101,1428 WESTWOOD RD ,247500,7927.92
1962,1434,1426 WESTWOOD RD ,292200,7710.12
1960,1290,1424 WESTWOOD RD ,248700,7840.8
1955,1377,1438 RUGBY AVE ,331000,12153.24
1981,1168,1410 WESTWOOD RD ,234200,6272.64
1957,1215,1408 WESTWOOD RD ,253300,6882.48
1955,1347,1436 RUGBY AVE ,294500,10410.84
1954,962,1432 RUGBY AVE ,255500,10062.36
1955,1363,1430 RUGBY AVE ,307000,9757.44
1955,1100,1426 RUGBY AVE ,280300,9452.52
1955,1092,1424 RUGBY AVE ,260700,9147.6
1958,1047,1174 ROSE HILL DR ,199600,6098.4
1957,1089,1450 WESTWOOD RD ,272800,8494.2
1986,1372,100 WESTWOOD CIR ,248700,5270.76
1988,1440,118 WESTWOOD CIR ,283000,5009.4
1988,1526,120 WESTWOOD CIR ,265900,4835.16
1988,1440,122 WESTWOOD CIR ,285200,0
1989,1236,124 WESTWOOD CIR ,270000,4399.56
1988,1567,128 WESTWOOD CIR ,278200,3963.96
1988,1567,130 WESTWOOD CIR ,291000,0
1987,1226,132 WESTWOOD CIR ,266400,5052.96
1987,1291,134 WESTWOOD CIR ,234600,5140.08
1987,1511,136 WESTWOOD CIR ,270100,4965.84
1987,1125,138 WESTWOOD CIR ,216500,3746.16
1986,1440,102 WESTWOOD CIR ,247400,0
1987,1467,140 WESTWOOD CIR ,234500,3746.16
1986,1440,142 WESTWOOD CIR ,250900,5096.52
1986,1792,101 WESTWOOD CIR ,291800,4965.84
1989,1788,103 WESTWOOD CIR ,290800,3528.36
1989,1575,105 WESTWOOD CIR ,284900,3963.96
1989,1440,107 WESTWOOD CIR ,269700,3528.36
1989,1459,109 WESTWOOD CIR ,339100,5445
1988,1364,111 WESTWOOD CIR ,240200,4704.48
1988,1440,113 WESTWOOD CIR ,246700,3920.4
1989,1340,115 WESTWOOD CIR ,241400,3441.24
1987,1792,104 WESTWOOD CIR ,248300,35501.4
1987,1357,117 WESTWOOD CIR ,245900,4051.08
1988,1364,119 WESTWOOD CIR ,239900,4443.12
NA,NA,126 WESTWOOD CIR ,0,3005.64
1987,1245,106 WESTWOOD CIR ,229500,3789.72
1988,1511,108 WESTWOOD CIR ,279200,3876.84
1987,1245,110 WESTWOOD CIR ,236400,4573.8
1988,1511,112 WESTWOOD CIR ,270100,4486.68
1988,1440,114 WESTWOOD CIR ,292100,4486.68
1990,1208,116 WESTWOOD CIR ,294000,4051.08
NA,NA,345 250 BYPASS ,92754900,6323997.24
NA,NA,0 MCINTIRE RD ,72000,0
NA,NA,0 HILLCREST RD ,72000,0
NA,NA,990 HILLCREST RD ,45000,0
NA,NA,820 HILLCREST RD ,72000,0
1936,327,820 HILLCREST RD ,72000,0
1952,1292,1021 BIRDWOOD RD ,234500,0
1946,1256,1017 BIRDWOOD RD ,242100,0
2007,1602,1015 BIRDWOOD RD ,331600,0
1948,1793,1011 BIRDWOOD RD ,331300,0
1948,1325,1009 BIRDWOOD RD ,307400,0
1952,981,1005 BIRDWOOD RD ,248300,0
1948,1536,1003 BIRDWOOD RD ,260900,0
1947,1132,1001 BIRDWOOD RD ,313600,0
NA,NA,0 BIRDWOOD CT ,0,0
1988,1224,147 BIRDWOOD CT ,232500,0
1989,1284,129 BIRDWOOD CT ,207100,0
1988,1326,127 BIRDWOOD CT ,211300,0
1988,1264,125 BIRDWOOD CT ,203800,0
1988,1224,123 BIRDWOOD CT ,202900,0
1988,1260,121 BIRDWOOD CT ,194400,0
1988,1178,119 BIRDWOOD CT ,187300,0
1988,1320,117 BIRDWOOD CT ,199700,0
1988,1260,115 BIRDWOOD CT ,203600,0
1988,1224,113 BIRDWOOD CT ,199700,0
1986,1216,111 BIRDWOOD CT ,177700,0
1988,1224,145 BIRDWOOD CT ,236500,0
1986,1288,109 BIRDWOOD CT ,190800,0
1986,1412,107 BIRDWOOD CT ,204500,0
1986,1362,105 BIRDWOOD CT ,201800,0
1987,1412,103 BIRDWOOD CT ,211100,0
1987,1410,101 BIRDWOOD CT ,203000,0
1988,1224,108 BIRDWOOD CT ,200100,0
1988,1286,110 BIRDWOOD CT ,208100,0
1988,1260,124 BIRDWOOD CT ,202500,0
1988,1240,126 BIRDWOOD CT ,191900,0
1988,1224,140 BIRDWOOD CT ,198600,0
1988,1320,143 BIRDWOOD CT ,210000,0
1988,1224,142 BIRDWOOD CT ,198700,0
NA,NA,100 BIRDWOOD CT ,0,0
1988,1344,141 BIRDWOOD CT ,211500,0
1989,1284,139 BIRDWOOD CT ,204700,0
1989,1246,137 BIRDWOOD CT ,201000,0
1989,1254,135 BIRDWOOD CT ,204800,0
1989,1372,133 BIRDWOOD CT ,217500,0
1989,1284,131 BIRDWOOD CT ,206400,0
NA,NA,100 EDGE HILL RD ,174000,13939.2
1955,999,1210 EDGE HILL RD ,245200,0
1955,999,1208 EDGE HILL RD ,260400,0
NA,NA,0 EDGE HILL RD ,249000,19950.48
1939,1570,1204 EDGE HILL RD ,273400,0
1935,2310,202 HILLCREST RD ,357500,0
1956,1325,206 HILLCREST RD ,266600,0
0,1616,0 HILLCREST RD ,85500,0
NA,NA,0 HILLCREST RD ,85500,0
1941,1940,203 HILLCREST RD ,341900,0
1941,1700,201 HILLCREST RD ,323100,0
1971,1720,803 HILLCREST RD ,294500,0
1952,1120,805 HILLCREST RD ,270600,0
1954,1574,807 HILLCREST RD ,303100,0
1954,1238,809 HILLCREST RD ,241400,0
NA,NA,0 HILLCREST RD ,72000,0
NA,NA,100-115 MELBOURNE PARK CIR ,1800,245373.48
NA,NA,0 PARK ST ,217100,70392.96
2007,1213,100-E MELBOURNE PARK CIR ,250100,0
2007,1780,100-F MELBOURNE PARK CIR ,283800,0
2005,1780,115-A MELBOURNE PARK CIR ,275700,0
2005,1432,115-B MELBOURNE PARK CIR ,258400,0
2005,1432,115-C MELBOURNE PARK CIR ,258400,0
2005,1780,115-D MELBOURNE PARK CIR ,276000,0
2005,1780,113-A MELBOURNE PARK CIR ,275700,0
2005,1432,113-B MELBOURNE PARK CIR ,258400,0
2005,1432,113-C MELBOURNE PARK CIR ,258400,0
2005,1506,113-D MELBOURNE PARK CIR ,298100,0
2005,1780,101-A MELBOURNE PARK CIR ,275700,0
NA,NA,0 MELBOURNE RD ,72600,171277.92
2005,1432,113-E MELBOURNE PARK CIR ,281700,0
2005,1432,113-F MELBOURNE PARK CIR ,258400,0
2005,1780,113-G MELBOURNE PARK CIR ,275000,0
2006,1780,111-A MELBOURNE PARK CIR ,278200,0
2006,1432,111-B MELBOURNE PARK CIR ,260700,0
2006,1506,111-C MELBOURNE PARK CIR ,294600,0
2006,1432,111-D MELBOURNE PARK CIR ,288100,0
2006,1780,111-E MELBOURNE PARK CIR ,278500,0
2006,1780,108-A MELBOURNE PARK CIR ,276200,0
2006,1432,108-B MELBOURNE PARK CIR ,259300,0
2005,1432,101-B MELBOURNE PARK CIR ,258400,0
2005,1506,101-C MELBOURNE PARK CIR ,272700,0
2006,1506,108-C MELBOURNE PARK CIR ,274700,0
2006,1506,108-D MELBOURNE PARK CIR ,274600,0
2006,1506,108-E MELBOURNE PARK CIR ,274600,0
2006,1432,108-F MELBOURNE PARK CIR ,277800,0
2006,1780,108-G MELBOURNE PARK CIR ,276200,0
2006,1780,106-A MELBOURNE PARK CIR ,280200,0
2006,1518,106-B MELBOURNE PARK CIR ,273200,0
2006,1506,106-C MELBOURNE PARK CIR ,272100,0
2006,1506,106-D MELBOURNE PARK CIR ,272100,0
2006,1506,106-E MELBOURNE PARK CIR ,275000,0
2005,1432,101-D MELBOURNE PARK CIR ,258400,0
2006,1518,106-F MELBOURNE PARK CIR ,273200,0
2006,1780,106-G MELBOURNE PARK CIR ,280500,0
2005,1780,104-A MELBOURNE PARK CIR ,273700,0
2005,1691,104-B MELBOURNE PARK CIR ,283700,0
2005,1679,104-C MELBOURNE PARK CIR ,282600,0
2005,1679,104-D MELBOURNE PARK CIR ,282600,0
2005,1689,104-E MELBOURNE PARK CIR ,283500,0
2005,1780,104-F MELBOURNE PARK CIR ,274000,0
2004,1780,102-A MELBOURNE PARK CIR ,272600,0
2004,1432,102-B MELBOURNE PARK CIR ,256000,0
2005,1780,101-E MELBOURNE PARK CIR ,305900,0
2004,1506,102-C MELBOURNE PARK CIR ,265000,0
2004,1425,102-D MELBOURNE PARK CIR ,255500,0
2004,1780,102-E MELBOURNE PARK CIR ,271400,0
2007,1787,100-A MELBOURNE PARK CIR ,294300,0
2007,1353,100-B MELBOURNE PARK CIR ,267300,0
2007,1506,100-C MELBOURNE PARK CIR ,278400,0
2007,1506,100-D MELBOURNE PARK CIR ,309900,0
NA,NA,950 MELBOURNE RD S S,158700,293202.36
NA,NA,0 MELBOURNE RD ,127200,74966.76
NA,NA,0 PARK ST ,192000,26.136
1954,1652,1125 PARK ST ,276800,18817.92
1900,3478,631 CUTLER LN ,489400,0
1960,1218,1208 CUTLER LN ,282200,0
1962,1040,1200 CUTLER LN ,277800,0
1961,1188,601 WILDER DR ,269200,0
2007,2191,611 WILDER DR ,504000,0
1961,1125,609 WILDER DR ,303100,0
1960,1218,1206 CUTLER LN ,271100,0
1961,1400,607 WILDER DR ,383300,0
1960,1218,1204 CUTLER LN ,282000,0
1960,1125,605 WILDER DR ,240500,0
1967,1128,1202 CUTLER LN ,285700,0
1960,1125,603 WILDER DR ,317700,0
